siteName,siteTime,siteAddress,daysofOperation,siteDistrict,siteCounty,siteState,siteZip,contactPhone,startDate,breakfastTime,lunchTime,snackTimeAM,snackTimePM,dinnerSupperTime,siteStatus,endDate,_updatedOn
McKnight Middle School,11am-12pm,"1200 Edmonds Ave NE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Nelsen Middle School,11am-12pm,"2403 Jones Ave S, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Renton High School,11am-12pm,"400 S 2nd St, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Renton Park Elementary,11am-12pm,"16828- 128th Ave SE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Risdon Middle School,11am-12pm,"6928 116th Ave SE, Newcastle","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Royal Hills Apartments,11am-12pm,"3000 Royal Hill Dr SE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sartori Elementary,11am-12pm,"332 Park Ave N, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sierra Heights Elementary,11am-12pm,"2501 Union Ave NE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Stonebrook Apartments,11am-12pm,"12210 SE Petrovitsky Rd, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Talbot Hill Elementary,11am-12pm,"2300 Talbot Rd S, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Talley High School,11am-12pm,"7800 S 132nd St, Seattle","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tiffany Park Elementary,11am-12pm,"1601 Lake Youngs Way SE, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Creston Point,11am-12pm,"13445 Martin Luther King Jr. Way, Seattle","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Green Tree/Park Hill,11am-12pm,"6900 S 125th St, Seattle","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Plum Tree Park,11am-12pm,"200 SW 5th Pl, Renton","'M', 'T', 'W', 'TH', 'F'",Renton,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Dunlap Elementary School,11:00am-1:00pm,"4525 S Cloverdale St Seattle, WA 98118","'M', 'T', 'W', 'TH', 'F'",Seattle – Southeast Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Emerson Elementary School,11:00am-1:00pm,"9709 60th Ave S Seattle, WA 98118","'M', 'T', 'W', 'TH', 'F'",Seattle – Southeast Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Franklin High School,11:00am-1:00pm,"3013 S Mt Baker Blvd Seattle, WA 98144","'M', 'T', 'W', 'TH', 'F'",Seattle – Southeast Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Aki Kurose Middle School,11:00am-1:00pm,"3928 S Graham St Seattle, WA 98118","'M', 'T', 'W', 'TH', 'F'",Seattle – Southeast Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mercer Middle School,11:00am-1:00pm,"1600 S Columbian Way Seattle, WA 98108","'M', 'T', 'W', 'TH', 'F'",Seattle – Southeast Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Rainier Beach High School,11:00am-1:00pm,"8815 Seward Park Ave S Seattle, WA 98118","'M', 'T', 'W', 'TH', 'F'",Seattle – Southeast Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Rainier View Elementary School,11:00am-1:00pm,"11650 Beacon Ave S Seattle, WA 98178","'M', 'T', 'W', 'TH', 'F'",Seattle – Southeast Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Rising Star @ African American Academy (Formerly Van Asselt Elementary),11:00am-1:00pm,"8311 Beacon Ave S Seattle, WA 98118","'M', 'T', 'W', 'TH', 'F'",Seattle – Southeast Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Concord International Elementary School,11:00am-1:00pm,"723 S Concord St Seattle, WA 98108","'M', 'T', 'W', 'TH', 'F'",Seattle – West Seattle and Southwest Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Denny International Middle School,11:00am-1:00pm,"2601 SW Kenyon St Seattle, WA 98126","'M', 'T', 'W', 'TH', 'F'",Seattle – West Seattle and Southwest Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chief Sealth International High School,11:00am-1:00pm,"2600 SW Thistle St Seattle, WA 98126","'M', 'T', 'W', 'TH', 'F'",Seattle – West Seattle and Southwest Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
West Seattle Elementary School,11:00am-1:00pm,"6760 34th Ave SW Seattle, WA 98126","'M', 'T', 'W', 'TH', 'F'",Seattle – West Seattle and Southwest Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
West Seattle High School,11:00am-1:00pm,"3000 California Ave SW Seattle, WA 98116","'M', 'T', 'W', 'TH', 'F'",Seattle – West Seattle and Southwest Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lowell Elementary School,11:00am-1:00pm,"1058 E Mercer St Seattle, WA 98102","'M', 'T', 'W', 'TH', 'F'",Seattle – Central District Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bailey Gatzert Elementary School,11:00am-1:00pm,"1301 E Yesler Way Seattle, WA 98122","'M', 'T', 'W', 'TH', 'F'",Seattle – Central District Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Thurgood Marshall Elementary School,11:00am-1:00pm,"2401 S Irving St Seattle, WA 98144","'M', 'T', 'W', 'TH', 'F'",Seattle – Central District Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Meany Middle School,11:00am-1:00pm,"301 21st Ave E Seattle, WA 98112","'M', 'T', 'W', 'TH', 'F'",Seattle – Central District Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Seattle World School,11:00am-1:00pm,"1700 E. Union St. Seattle, WA 98122","'M', 'T', 'W', 'TH', 'F'",Seattle – Central District Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Catharine Blaine K-8,11:00am-1:00pm,"2550 34th Ave W Seattle, WA 98199","'M', 'T', 'W', 'TH', 'F'",Seattle – Queen Anne and Magnolia School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
McClure Middle School,11:00am-1:00pm,"1915 1st Ave W Seattle, WA 98119","'M', 'T', 'W', 'TH', 'F'",Seattle – Queen Anne and Magnolia School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Eckstein Middle School,11:00am-1:00pm,"3003 NE 75th St Seattle, WA 98115","'M', 'T', 'W', 'TH', 'F'",Seattle – Northeast School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Nathan Hale High School,11:00am-1:00pm,"10750 30th Ave NE Seattle, WA 98125","'M', 'T', 'W', 'TH', 'F'",Seattle – Northeast School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Olympic Hills Elementary,11:00am-1:00pm,"13018 20th Ave NE Seattle, WA 98125","'M', 'T', 'W', 'TH', 'F'",Seattle – Northeast School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Northwest School Sites,11:00am-1:00pm,"Ballard High School, 1418 NW 65th St Seattle, WA 98117","'M', 'T', 'W', 'TH', 'F'",Seattle – Northwest School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Broadview-Thomson K-8,11:00am-1:00pm,"13052 Greenwood Ave N Seattle, WA 98133","'M', 'T', 'W', 'TH', 'F'",Seattle – Northwest School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cedarvale Village,1:00 – 1:30 pm    ,"11050 8th Ave NE Seattle, WA 98125","'M', 'T', 'W', 'TH', 'F'",Seattle – Northwest School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Jackson Park Village,12:00 – 12:30 pm ,"14374 30th Ave NE Seattle, WA 98125","'M', 'T', 'W', 'TH', 'F'",Seattle – Northwest School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Lake City Court, 11:00 – 11:30 am  ,"12536 33rd Ave. NE Seattle, WA 98125","'M', 'T', 'W', 'TH', 'F'",Seattle – Northwest School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Robert Eagle Staff Middle School,11:00am-1:00pm,"1330 N 90th St Seattle, WA 98103","'M', 'T', 'W', 'TH', 'F'",Seattle – Northwest School Sites,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Shoreline Public Schools–Central Kitchen,11:30-12:30pm,"Located inside Hamlin Park off of 15th Ave NE, Shoreline","'M', 'T', 'W', 'TH', 'F'",Shoreline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Shorewood High School,11:30-12:30pm,"17300 Fremont Ave N, Shoreline","'M', 'T', 'W', 'TH', 'F'",Shoreline,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cascade View Elementary,10:00am-12:00pm,"13601 32nd Ave S, Tukwila","'M', 'T', 'W', 'TH', 'F'",Tukwila,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Thorndyke Elementary,10:00am-12:00pm,"4415 S 150th St, Tukwila","'M', 'T', 'W', 'TH', 'F'",Tukwila,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tukwila Elementary,10:00am-12:00pm,"5939 S 149th St, Tukwila","'M', 'T', 'W', 'TH', 'F'",Tukwila,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tukwila Community Center,10:00am-12:00pm,"12424 42nd Ave S, Tukwila","'M', 'T', 'W', 'TH', 'F'",Tukwila,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tukwila Pool,10:00am-12:00pm,"4414 S 144th St, Tukwila","'M', 'T', 'W', 'TH', 'F'",Tukwila,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Saars Grocery,10:00am-12:00pm,"3725 S 144th St, Tukwila","'M', 'T', 'W', 'TH', 'F'",Tukwila,King County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Captain Johnston Blakely Elementary School,11:00AM-12:00PM,"4704 Blakely Avenue, Bainbridge Island","'M', 'T', 'W', 'TH', 'F'",Bainbridge Island,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ordway Elementary School,11:00AM-12:00PM,"8555 Madison Avenue N, Bainbridge Island","'M', 'T', 'W', 'TH', 'F'",Bainbridge Island,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Captain Charles Wilkes Elementary School,11:00AM-12:00PM,"12781 Madison Avenue NE, Bainbridge Island","'M', 'T', 'W', 'TH', 'F'",Bainbridge Island,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Camas Prairie Elementary,10:00AM-1:00PM,"320 176th St E, Spanaway","'M', 'T', 'W', 'TH', 'F'",Bethel,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cougar Mountain Middle School,10:00AM-1:00PM,"5108 260th St E, Graham","'M', 'T', 'W', 'TH', 'F'",Bethel,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Graham-Kapowsin High School,10:00AM-1:00PM,"7719 224th St E, Graham","'M', 'T', 'W', 'TH', 'F'",Bethel,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
North Star Elementary,10:00AM-1:00PM,"7719 224th St E, Graham","'M', 'T', 'W', 'TH', 'F'",Bethel,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Roy Elementary ,10:00AM-1:00PM,"340 Peterson St S, Roy","'M', 'T', 'W', 'TH', 'F'",Bethel,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Shining Mountain Elementary ,10:00AM-1:00PM,"21615 38th Ave E, Spanaway","'M', 'T', 'W', 'TH', 'F'",Bethel,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Spanaway Lake High School,10:00AM-1:00PM,"1305 168th St E, Spanaway","'M', 'T', 'W', 'TH', 'F'",Bethel,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Spanaway Middle School,10:00AM-1:00PM,"15701 B St E, Tacoma","'M', 'T', 'W', 'TH', 'F'",Bethel,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Armin Jahr Elementary,10:00AM-12:00PM,"800 Dibb Street, Bremerton","'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bremerton High School,10:00AM-12:00PM,1500 13th Street. Bremerton,"'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Crownhill Elementary,10:00AM-12:00PM,"1500 Rocky Point Road, Bremerton","'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kitsap Lake Elementary,10:00AM-12:00PM,"1111 Carr Blvd, Bremerton","'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mountain View Middle School,10:00AM-12:00PM,"2400 Perry Avenue, Bremerton","'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Naval Avenue Early Learning Center,10:00AM-12:00PM,"900 Olympic Avenue, Bremerton","'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Renaissance High School,10:00AM-12:00PM,"3400 1st Street, Bremerton","'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
View Ridge Elementary Arts Academy,10:00AM-12:00PM,"3250 Spruce Avenue, Bremerton","'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
West Hills STEM Academy,10:00AM-12:00PM,"520 National Avenue S, Bremerton","'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
West Sound Technical Skills Center,10:00AM-12:00PM,"101 National Avenue N, Bremerton","'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Washington Youth Academy,10:00AM-12:00PM,"1207 Carver Street, Bremerton","'M', 'T', 'W', 'TH', 'F'",Bremerton,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Brownsville Elementary,11:00AM-12:00PM,"8795 Illahee Road NE, Bremerton","'M', 'T', 'W', 'TH', 'F'",Central Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Central Kitsap High School,11:00AM-12:00PM,"10140 Frontier Place NW, Silverdale","'M', 'T', 'W', 'TH', 'F'",Central Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Central Kitsap Middle School,11:00AM-12:00PM,"3850 NW Anderson Hill Rd, Silverdale","'M', 'T', 'W', 'TH', 'F'",Central Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Esquire Hills Elementary,11:00AM-12:00PM,"2650 NE John Carlson Road, Bremerton","'M', 'T', 'W', 'TH', 'F'",Central Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Green Mountain Elementary,11:00AM-12:00PM,"3860 Boundary Trail NW, Bremerton","'M', 'T', 'W', 'TH', 'F'",Central Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hawk Elementary at Jackson Park,11:00AM-12:00PM,"2900 Austin Drive, Bremerton","'M', 'T', 'W', 'TH', 'F'",Central Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kiahowya Secondary,11:00AM-12:00PM,"7607 NW Newberry Hill Road, Silverdale","'M', 'T', 'W', 'TH', 'F'",Central Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Olympic High,11:00AM-12:00PM,"7077 Stampede Boulevard NW, Bremerton","'M', 'T', 'W', 'TH', 'F'",Central Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Operations Service Center,11:00AM-12:00PM,"9104 Dickey Road NW, SIlverdale","'M', 'T', 'W', 'TH', 'F'",Central Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
PineCrest Elementary (Bus pickup/dropoff loop),11:00AM-12:00PM,"5530 Pine Road NE, Bremerton","'M', 'T', 'W', 'TH', 'F'",Central Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kingston Middle School,11:00AM-12:30PM,"9000 NE West Kingston Road, Kingston","'M', 'T', 'W', 'TH', 'F'",North Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Suquamish Elementary School,11:00AM-12:30PM,"18950 NE Park Avenue, Suquamish","'M', 'T', 'W', 'TH', 'F'",North Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Port Gamble S’Klallam Youth Center,11:00AM-12:30PM,"31850 Little Boston Road, Kingston","'M', 'T', 'W', 'TH', 'F'",North Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Poulsbo Middle School,11:00AM-12:30PM,"2003 NE Hostmark Street, Poulsbo","'M', 'T', 'W', 'TH', 'F'",North Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Vinland Elementary School,11:00AM-12:30PM,"22104 Rhododendron Lane NW, Poulsbo","'M', 'T', 'W', 'TH', 'F'",North Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hilder Pearson Elementary,11:00AM-12:30PM,"15650 Central Valley Road, Poulsbo","'M', 'T', 'W', 'TH', 'F'",North Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Manchester Elementary,11:00AM-11:20AM,"1901 California Ave E, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Marcus Whitman Middle School,11:00AM-11:20AM,"1887 Madrona Dr SE, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Cedar Heights Middle School,11:00AM-11:20AM,"2220 Pottery Ave, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hidden Creek Elementary,11:00AM-11:20AM,"5455 Converse Rd SE, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
South Colby,11:45AM-12:05PM,"3281 Banner Rd SE, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Orchard Heights Elementary,11:45AM-12:05PM,"2288 Fircrest Dr SE, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sidney Glen Elementary,11:45AM-12:05PM,"500 SW Birch Rd, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Mullenix Ridge Elementary,11:45AM-12:05PM,"3900 Mullenix Ridge, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
John Sedgwick Middle School,12:30PM-12:50PM,"8995 SE Sedgwick Rd, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
East Port Orchard Elementary,12:30PM-12:50PM,"2649 Hoover Ave SE, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Sunnyslope Elementary,12:30PM-12:50PM,"4813 Sunnyslope Rd SW, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Burley Glenwood Elementary,12:30PM-12:50PM,"100 SW Lakeway Blvd, Port Orchard","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Olalla Elementary,1:15PM-1:35PM,"6100 Denny Bond Blvd, Olalla","'M', 'T', 'W', 'TH', 'F'",South Kitsap,Kitsap County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Easton School Kitchen (Back door),8:30AM-9:00AM,"1893 Railroad Street, Easton","M,W",Easton,Kittitas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Red Mountain Coffee (Snoqualmie Pass Coffee Shop),8:30AM-8:45AM,"773 WA-906, Snoqualmie Pass","M,W",Easton,Kittitas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Golf Course Fire Station,9:30AM-9:45AM,,"M,W",Easton,Kittitas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bullfrog Mini-Mart,10:00AM-10:15AM,"4400 Bullfrog Rd, Cle Elum","M,W",Easton,Kittitas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Morgan Middle School (Bus loading zone),11:30AM-1:00PM,"400 E First Ave, Ellensburg","'M', 'T', 'W', 'TH', 'F'",Ellensburg,Kittitas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Kittitas Elementary School,11:00AM-12:00PM,"501 North Pierce Street, Kittitas","'M', 'T', 'W', 'TH', 'F'",Kittitas,Kittitas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Ellensburg KOA Journey,11:00AM-12:00PM,"32 Thorp Hwy S, Ellensburg","'M', 'T', 'W', 'TH', 'F'",Kittitas,Kittitas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Auvil Fruit,11:00AM-12:00PM,"170 Gee Whiz Rd, Vantage","'M', 'T', 'W', 'TH', 'F'",Kittitas,Kittitas County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Whitson Elementary School,8:00AM-10:00AM,"450 N. Main Street, White Salmon","'M', 'T', 'W', 'TH', 'F'",White Salmon Valley ,Klickitat County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Henkle Middle School,8:00AM-10:00AM,"480 NW Loop Road, White Salmon","'M', 'T', 'W', 'TH', 'F'",White Salmon Valley ,Klickitat County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Adna Middle/High School,10:30AM-12:30AM,"121 Adna School Road, Chehalis","'M', 'T', 'W', 'TH', 'F'",Adna School District,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chehalis Middle School,11:00AM- 1:00PM,1060 SW 20th Street,"'M', 'T', 'W', 'TH', 'F'",Chehalis School District,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Chehalis Bus Garage,11:00AM- 1:00PM,261 SW 3rd Street,"'M', 'T', 'W', 'TH', 'F'",Chehalis School District,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Morton Jr/Sr High School,Contact district,"152 Westlake Ave, Morton",,Morton School District,Lewis County,WA,,360-496-5300,,,,,,,,,Sat Apr 11 17:45:10 2020
Morton Elementary School,Contact District,"400 W Main Ave, Morton",,Morton School District,Lewis County,WA,,360-496-5300,,,,,,,,,Sat Apr 11 17:45:10 2020
Doty General Store,9:15AM,"103 N Main Street #2, Pe Ell","M, T, W, Th, F",Pe Ell,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Breezeway picnic tables (near big gym),9:00AM,,"M, T, W, Th, F",Pe Ell,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Hwy 12 Texaco,10:00AM-11:00AM,"118 US-12, Chehalis","'M', 'T', 'W', 'TH', 'F'",Winlock,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Tennessee Rd (Goods Quarry) lot,10:00AM-11:00AM,"699 Tennessee Road, Winlock","'M', 'T', 'W', 'TH', 'F'",Winlock,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Vader Post office,10:00AM-11:00AM,"621 A Street, Vader","'M', 'T', 'W', 'TH', 'F'",Winlock,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Allman Rd,10:00AM-11:00AM,,"'M', 'T', 'W', 'TH', 'F'",Winlock,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Winlock Miller Elementary,10:00AM-11:00AM,"405 NW Benton Avenue, Winlock","'M', 'T', 'W', 'TH', 'F'",Winlock,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Winlock HS/MS,10:00AM-11:00AM,"241 North Military Road, Winlock","'M', 'T', 'W', 'TH', 'F'",Winlock,Lewis County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Almira Lion’s Club Park,9:30AM-11AM,,"'M', 'T', 'W', 'TH', 'F'",Almira,Lincoln County,WA,,509-639-2414 - call for delivery requests + more information,,,,,,,,,Sat Apr 11 17:45:10 2020
Davenport Middle School,9:00AM-11:00AM,"601 Washington Street, Davenport","'M', 'T', 'W', 'TH', 'F'",Davenport,Lincoln County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
P.C. Jantz Elementary,0:00AM-10:00PM,,"'M', 'T', 'W', 'TH', 'F'",Odessa,Lincoln County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #’s 11 & 17,8:30AM – 8:45AM,"Dawn Drive, Hwy 3 and Port of Allyn","'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
Bus #’s 11 & 17,9:00AM-9:15AM,North end of Grapeview Loop Rd to Nelsen Road,"'M', 'T', 'W', 'TH', 'F'",Grapeview,Mason County,WA,,,,,,,,,,,Sat Apr 11 17:45:10 2020
